# mode=database | scenario=CycloneBaseCase | db=Full_database | selection=Full_db_random_999 | sweeps=— | runs=999 | exported=2026-06-09
999
73
USE_larmor USE_coll USE_turb USE_magnturb USE_freq USE_polar USE_PC USE_real USE_corr USE_balloon USE_tilt USE_testing t0 tc tt tmax Nt Nreal Nc Nloop Np ntraj Ti Te Zeff Aeff ndens Ln Li Le magnetic_model B0 R0 a0 s1 s2 s3 amp elong device shot shotslice Omgt0 Omgtprim turb_model x_corr y_corr t_corr Phi turbprof Ai lambdax lambday lambdaz lbalonz tauc k0i k0e gamma_ZF X0 Y0 Z0 Ts Es pitch As Zs position_type annulus_width pitch_type energy_type Lns Lts
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 1 10 3.25 1.36 2.74 3.425 0.05 0.05 0 1.95 0 0 0.3 0.1 0.4 3 4.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 3.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.045 5 1 10 1 9.04 3.64 18.05 0.05 0.05 0 1.95 0 0 0.9 0.1 0.4 4.2 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.02 5 1 6.4 1.45 5.68 1.84 1.475 0.05 0.05 0 1.95 0 0 2.9 0.1 0.4 3.4 0.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.025 5 1 4.15 1.45 3.28 0.4 1.475 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 2.4 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0375 5 1 7.3 7.3 6.16 0.94 9.275 0.05 0.05 0 1.95 0 0 2.5 0.1 0.4 3.8 2.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 1 1.45 1 3.76 1.66 8.3 0.05 0.05 0 1.95 0 0 4.1 0.1 0.4 1.6 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 2.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0175 5 1 5.5 6.4 3.28 2.56 9.275 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 4 2.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 0.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 1 9.55 8.2 9.04 1.3 11.225 0.05 0.05 0 1.95 0 0 3.7 0.1 0.4 1.6 3.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 1 3.7 8.65 3.28 2.38 12.2 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 4.4 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 8 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 1 6.4 6.4 10 0.58 17.075 0.05 0.05 0 1.95 0 0 3.7 0.1 0.4 3.2 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 8 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.03 5 1 2.8 3.25 3.76 4 6.35 0.05 0.05 0 1.95 0 0 1.9 0.1 0.4 2.8 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 9.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 3.7 7.3 4.72 1.12 7.325 0.05 0.05 0 1.95 0 0 2.9 0.1 0.4 3.8 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 2.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.045 5 1 8.65 8.65 3.28 2.02 16.1 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 2 4.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0325 5 1 1 6.4 2.8 2.92 19.025 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 4.8 0.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.01 5 1 10 5.95 3.28 2.38 12.2 0.05 0.05 0 1.95 0 0 0.9 0.1 0.4 5 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.03 5 1 2.8 10 9.04 0.4 4.4 0.05 0.05 0 1.95 0 0 3.7 0.1 0.4 3.2 1.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.05 5 1 6.4 8.65 1.84 0.58 10.25 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 5 4.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 1 10 2.8 2.8 1.3 9.275 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 4.6 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 1 6.4 4.6 8.56 0.4 1.475 0.05 0.05 0 1.95 0 0 3.9 0.1 0.4 3.2 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.025 5 1 3.25 5.5 5.68 1.3 16.1 0.05 0.05 0 1.95 0 0 4.1 0.1 0.4 1.2 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.01 5 1 5.95 9.1 3.76 1.3 15.125 0.05 0.05 0 1.95 0 0 2.1 0.1 0.4 2.4 0.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.025 5 1 1.45 2.8 2.32 2.02 9.275 0.05 0.05 0 1.95 0 0 1.5 0.1 0.4 2.8 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 1 10 1 4.24 1.66 15.125 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 5 3.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 9.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 2.35 7.3 2.32 2.74 16.1 0.05 0.05 0 1.95 0 0 0.5 0.1 0.4 3.4 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0375 5 1 3.7 8.65 4.72 2.56 18.05 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 4.6 0.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 1 2.8 4.6 8.56 3.82 8.3 0.05 0.05 0 1.95 0 0 3.7 0.1 0.4 1.2 1.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.02 5 1 6.85 9.55 3.76 1.84 7.325 0.05 0.05 0 1.95 0 0 3.9 0.1 0.4 2.6 3.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.05 5 1 1.9 9.1 1.36 2.56 4.4 0.05 0.05 0 1.95 0 0 3.5 0.1 0.4 4.6 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.03 5 1 8.2 5.95 5.2 3.64 4.4 0.05 0.05 0 1.95 0 0 0.5 0.1 0.4 2 1.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 8.2 6.4 3.28 3.82 17.075 0.05 0.05 0 1.95 0 0 3.9 0.1 0.4 2.6 1.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.005 5 1 9.55 5.95 8.56 1.84 0.5 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 2.4 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 1 3.25 8.2 1.84 1.48 14.15 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 1 2.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.02 5 1 9.55 4.6 9.04 1.12 1.475 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 3.6 2.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 1 6.4 1 1.36 2.56 0.5 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 1.2 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 5.95 6.85 6.16 1.66 20 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 4 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0375 5 1 1.9 5.95 4.72 1.66 18.05 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 4.2 1.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 1 8.2 7.75 8.56 3.1 13.175 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 1.4 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.02 5 1 2.35 9.1 0.4 1.48 20 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 4.8 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 0.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 1 2.35 1.9 1.84 0.76 12.2 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 3.4 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 4.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 1 5.05 4.6 4.72 0.58 4.4 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 4.4 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0425 5 1 2.35 1.9 4.72 4 8.3 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 2.2 3.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 1 5.95 8.65 4.24 1.66 6.35 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 4 2.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 1 5.5 2.8 7.6 0.58 11.225 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 4.6 1.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 6 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0325 5 1 5.95 9.55 0.4 2.74 5.375 0.05 0.05 0 1.95 0 0 0.3 0.1 0.4 2.4 3.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 1 8.65 6.85 5.68 0.58 6.35 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 2 2.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.035 5 1 8.65 1 9.52 2.56 11.225 0.05 0.05 0 1.95 0 0 1.5 0.1 0.4 2.8 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0475 5 1 5.05 9.55 1.84 4 9.275 0.05 0.05 0 1.95 0 0 4.1 0.1 0.4 2 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0325 5 1 3.25 4.15 5.68 2.56 12.2 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 3.6 3.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 1 5.5 1.45 9.52 3.64 10.25 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 2.4 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 8 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.035 5 1 1 1 9.52 2.2 14.15 0.05 0.05 0 1.95 0 0 2.9 0.1 0.4 3.4 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 1 4.6 0.88 0.4 1.475 0.05 0.05 0 1.95 0 0 3.7 0.1 0.4 2 2.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.005 5 1 7.3 7.3 1.84 2.92 16.1 0.05 0.05 0 1.95 0 0 2.1 0.1 0.4 1.4 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 1.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0425 5 1 7.75 6.85 6.16 1.3 2.45 0.05 0.05 0 1.95 0 0 0.9 0.1 0.4 3.6 0.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 6.85 2.8 3.76 3.64 6.35 0.05 0.05 0 1.95 0 0 1.9 0.1 0.4 5 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 1 1.45 9.55 8.08 3.64 1.475 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 4.8 3.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 40 -1 -1 0 1200 1 50 1 50000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0325 5 1 6.85 6.4 9.52 1.84 5.375 0.05 0.05 0 1.95 0 0 3.9 0.1 0.4 3.8 2.85 3 0.1 2 2 0 0
