# mode=manual | scenario=CycloneBaseCase | db=— | selection=— | sweeps=As(0.3→4, 9pts), USE_larmor(0→1, 2pts), USE_polar(0→1, 2pts) | runs=36 | exported=2026-04-03
36
70
t0 tc tt tmax Nt Nreal Nc Nloop Np ntraj Ti Te Zeff Aeff ndens Ln Li Le magnetic_model B0 R0 a0 s1 s2 s3 amp elong device shot shotslice Omgt0 Omgtprim turb_model x_corr y_corr t_corr Phi turbprof Ai lambdax lambday lambdaz lbalonz tauc k0i k0e gamma_ZF X0 Y0 Z0 Ts Es pitch As Zs position_type pitch_type energy_type USE_larmor USE_coll USE_turb USE_magnturb USE_freq USE_polar USE_PC USE_real USE_corr USE_balloon USE_tilt USE_testing
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 2.6125 1 2 2 2 1 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.075 1 2 2 2 0 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.075 1 2 2 2 0 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.075 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.075 1 2 2 2 1 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.5375 1 2 2 2 0 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.5375 1 2 2 2 0 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.5375 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 3.5375 1 2 2 2 1 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 4 1 2 2 2 0 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 4 1 2 2 2 0 0 1 0 1 1 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 4 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 90 2000 1 50 1 50000 10 3 3 1 1 5 2.2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 1 1 1 1 0.04 5 1 5 5 100 1.5 5 0.05 0.05 0 1.95 0 0 1 0.1 0.4 4 1 2 2 2 1 0 1 0 1 1 0 0 0 1 1 0
