# mode=database | scenario=CycloneBaseCase | db=Full_database | selection=Full_db_random_99 | sweeps=— | runs=99 | exported=2026-06-09
99
73
USE_larmor USE_coll USE_turb USE_magnturb USE_freq USE_polar USE_PC USE_real USE_corr USE_balloon USE_tilt USE_testing t0 tc tt tmax Nt Nreal Nc Nloop Np ntraj Ti Te Zeff Aeff ndens Ln Li Le magnetic_model B0 R0 a0 s1 s2 s3 amp elong device shot shotslice Omgt0 Omgtprim turb_model x_corr y_corr t_corr Phi turbprof Ai lambdax lambday lambdaz lbalonz tauc k0i k0e gamma_ZF X0 Y0 Z0 Ts Es pitch As Zs position_type annulus_width pitch_type energy_type Lns Lts
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0475 5 0.3 9.55 3.7 0.4 3.1 4.4 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 3.6 3.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 0.35 6.4 7.3 9.04 2.92 9.275 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 3.8 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.05 5 0.65 10 6.4 5.2 0.76 12.2 0.05 0.05 0 1.95 0 0 2.1 0.1 0.4 2.4 0.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.03 5 0.5 6.85 5.05 9.04 4 17.075 0.05 0.05 0 1.95 0 0 1.5 0.1 0.4 4.8 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.005 5 0.9 6.4 8.2 4.72 1.48 16.1 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 1.2 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.7 5.5 5.05 0.88 2.02 15.125 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 5 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 0.65 3.7 9.1 3.76 3.1 16.1 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 3.8 2.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.025 5 0.6 1.45 9.1 4.72 3.82 17.075 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 2.8 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 0.05 6.4 9.1 2.32 3.1 19.025 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 2.4 2.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 9.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0275 5 0.4 1.45 4.15 4.72 2.2 1.475 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 1 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.045 5 0.2 1.45 7.75 6.64 3.64 14.15 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 5 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 0.7 7.75 9.1 5.2 3.82 20 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 2.4 1.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0375 5 0.1 7.75 8.65 7.6 3.46 17.075 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 5 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0425 5 0.75 4.6 10 6.16 3.64 15.125 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 4.4 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 0.35 5.95 2.8 7.12 2.92 14.15 0.05 0.05 0 1.95 0 0 0.5 0.1 0.4 4.6 4.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 0.3 6.85 8.2 7.6 2.56 1.475 0.05 0.05 0 1.95 0 0 1.3 0.1 0.4 2.8 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0325 5 0 9.1 9.55 4.72 2.92 19.025 0.05 0.05 0 1.95 0 0 1.5 0.1 0.4 2.2 4.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 0.5 5.95 1.45 1.36 2.02 15.125 0.05 0.05 0 1.95 0 0 2.1 0.1 0.4 4.6 2.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 1 1.45 4.15 9.04 3.82 2.45 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 1 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.035 5 0.9 1 1.9 0.88 4 3.425 0.05 0.05 0 1.95 0 0 1.7 0.1 0.4 4.6 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 0.2 10 3.7 6.64 2.2 10.25 0.05 0.05 0 1.95 0 0 3.5 0.1 0.4 3.6 2.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.04 5 0.5 6.4 7.3 9.52 0.58 8.3 0.05 0.05 0 1.95 0 0 2.9 0.1 0.4 4 0.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 3 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0375 5 0.5 1 4.15 7.12 4 11.225 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 4.6 4.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 5.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.55 7.75 7.75 8.08 0.94 5.375 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 2.4 2.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 0.6 3.7 1.9 0.88 2.02 20 0.05 0.05 0 1.95 0 0 0.5 0.1 0.4 5 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.25 2.8 6.85 10 2.92 17.075 0.05 0.05 0 1.95 0 0 3.3 0.1 0.4 3.8 3.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0425 5 0.7 5.05 6.85 6.16 2.38 13.175 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 4.8 4.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 9.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 0.85 6.4 10 5.2 3.28 3.425 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 4.8 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.025 5 0.05 5.05 9.1 1.36 0.58 11.225 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 3.6 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.95 6.4 8.65 3.28 3.82 15.125 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 1.4 3.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 6 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0175 5 0.8 1.9 7.75 4.24 1.84 2.45 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 4.4 5.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 3.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 1 8.2 7.3 7.12 3.46 20 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 2.2 3.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.045 5 0.95 5.05 1.9 9.04 0.4 3.425 0.05 0.05 0 1.95 0 0 0.9 0.1 0.4 2.8 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0125 5 0.75 1 5.95 9.52 0.94 6.35 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 1.2 4.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 3.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.7 9.1 1.9 9.04 1.66 0.5 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 3.2 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 0.15 4.6 7.75 2.32 1.12 14.15 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 4.4 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.5 1.45 6.85 2.8 0.76 16.1 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 1.8 1.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 0.8 5.05 3.7 8.56 3.28 8.3 0.05 0.05 0 1.95 0 0 0.5 0.1 0.4 2.8 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 1.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.01 5 0.85 8.2 7.3 9.04 2.56 5.375 0.05 0.05 0 1.95 0 0 4.1 0.1 0.4 2 1.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.45 4.6 1.9 5.68 0.4 20 0.05 0.05 0 1.95 0 0 0.9 0.1 0.4 3 2.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 7 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0175 5 0.5 1.45 10 6.64 0.4 15.125 0.05 0.05 0 1.95 0 0 1.3 0.1 0.4 4 1.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 9 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0175 5 0.05 1 1 1.36 2.38 11.225 0.05 0.05 0 1.95 0 0 3.1 0.1 0.4 3.4 4.6 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 8.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0075 5 0.15 4.15 4.15 0.88 2.74 8.3 0.05 0.05 0 1.95 0 0 0.3 0.1 0.4 2 1.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0425 5 0 7.3 7.3 5.68 2.2 0.5 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 2.8 0.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 0 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.55 3.25 5.5 9.52 2.56 20 0.05 0.05 0 1.95 0 0 1.3 0.1 0.4 5 2.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 1.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.6 8.65 5.95 2.8 2.92 14.15 0.05 0.05 0 1.95 0 0 1.1 0.1 0.4 1.2 2.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0475 5 0.7 5.05 1.45 6.64 1.66 16.1 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 3.8 0.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.01 5 0.85 7.75 5.95 0.88 3.28 4.4 0.05 0.05 0 1.95 0 0 2.9 0.1 0.4 2.4 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.03 5 0.7 1.9 4.15 6.16 0.76 3.425 0.05 0.05 0 1.95 0 0 3.5 0.1 0.4 3.6 0.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 1 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 0.85 7.3 5.5 2.32 0.4 20 0.05 0.05 0 1.95 0 0 2.7 0.1 0.4 3 0.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 10 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.2 2.8 5.95 0.4 1.66 8.3 0.05 0.05 0 1.95 0 0 0.1 0.1 0.4 1 0.1 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.015 5 0.3 8.2 5.5 6.64 3.82 13.175 0.05 0.05 0 1.95 0 0 3.9 0.1 0.4 2.4 3.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 4.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0 5 0.35 2.8 7.3 6.16 1.66 18.05 0.05 0.05 0 1.95 0 0 2.3 0.1 0.4 2.4 4.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.02 5 0.1 9.1 4.6 10 2.92 12.2 0.05 0.05 0 1.95 0 0 1.3 0.1 0.4 4.6 3.35 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 6.5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0025 5 0.25 3.25 9.1 5.2 0.58 6.35 0.05 0.05 0 1.95 0 0 0.7 0.1 0.4 1 4.85 3 0.1 2 2 0 0
1 0 1 0 1 0 0 0 0 1 1 0 50 -1 -1 0 1000 1 50 1 5000 10 3 3 1 1 5 5 6.9 6.9 4 2.5 1.65 0.6 0.28 2.24 0.0001 1 1.2 3 54178 6 0 0 2 1 1 1 0.0225 5 0.7 8.65 6.85 5.2 2.74 7.325 0.05 0.05 0 1.95 0 0 2.1 0.1 0.4 4.6 5.1 3 0.1 2 2 0 0
